sample_id,repository,workflow_id,workflow_path,commit_date,final_label,true_label,predicted_class,predicted_label,probability_LOW,probability_MEDIUM,probability_HIGH,confidence,correct,rf_correct,conf_bin
gha_0005392,cynkra/dd,155389917,.github/workflows/R-CMD-check.yaml,2025-04-11T07:45:34Z,1,MEDIUM,2,HIGH,0.06453505438610249,0.09533898432206794,0.8401259612918296,0.8401259612918296,False,False,"(0.8, 0.9]"
gha_0010251,qte77/context-engineering-template,172961394,.github/workflows/codeql.yaml,2025-07-07T05:09:14Z,1,MEDIUM,0,LOW,0.8251783114908199,0.05394422557998134,0.12087746292919886,0.8251783114908199,False,False,"(0.8, 0.9]"
gha_0012899,zkp2p/zkp2p-react-native-sdk,160878981,.github/workflows/ci.yml,2025-05-21T20:14:45Z,1,MEDIUM,2,HIGH,0.058807762467983506,0.13561482083062193,0.8055774167013946,0.8055774167013946,False,False,"(0.8, 0.9]"
gha_0000350,AnswerDotAI/faststripe,163934550,.github/workflows/deploy.yaml,2025-05-23T22:34:59Z,1,MEDIUM,0,LOW,0.8030023302690269,0.16341779031688788,0.033579879414085106,0.8030023302690269,False,False,"(0.8, 0.9]"
gha_0012638,xiaomizhoubaobei/womenhealth-app,184054663,.github/workflows/sync-to-coding.yml,2025-09-26T12:53:13Z,0,LOW,2,HIGH,0.022749880726134812,0.18081952183392527,0.79643059743994,0.79643059743994,False,False,"(0.7, 0.8]"
gha_0005337,crafts69guy/rule-engine-js,180686862,.github/workflows/quality.yml,2025-08-12T04:15:45Z,1,MEDIUM,2,HIGH,0.08221890116763175,0.12733397822456888,0.7904471206077993,0.7904471206077993,False,False,"(0.7, 0.8]"
gha_0008481,maikvandergaag/bicep-extensions,186986595,.github/workflows/jekyll-gh-pages.yml,2025-09-06T05:35:57Z,1,MEDIUM,0,LOW,0.7902044179983762,0.16576921125748753,0.04402637074413625,0.7902044179983762,False,False,"(0.7, 0.8]"
gha_0011783,tuannvm/haproxy-mcp-server,157421924,.github/workflows/jekyll-gh-pages.yml,2025-04-21T18:48:02Z,1,MEDIUM,0,LOW,0.7902044179983762,0.16576921125748753,0.04402637074413625,0.7902044179983762,False,False,"(0.7, 0.8]"
gha_0012656,xtractiion/self.attendance,216649210,.github/workflows/update_translation_progress.yml,2025-12-17T09:36:24Z,2,HIGH,0,LOW,0.7844528512331597,0.10459304797440455,0.11095410079243587,0.7844528512331597,False,False,"(0.7, 0.8]"
gha_0011527,thatonecodes/examtopics-downloader,157374395,.github/workflows/docker.yml,2025-04-22T01:14:44Z,1,MEDIUM,0,LOW,0.784143615534669,0.11169825770351355,0.10415812676181742,0.784143615534669,False,False,"(0.7, 0.8]"
gha_0003179,The-Swarm-Corporation/Agents-Beginner-Guide,158636518,.github/workflows/codeql.yml,2025-04-28T00:25:22Z,2,HIGH,0,LOW,0.7837776952830584,0.042327804933357686,0.17389449978358393,0.7837776952830584,False,False,"(0.7, 0.8]"
gha_0003192,The-Swarm-Corporation/DART,158652801,.github/workflows/codeql.yml,2025-04-28T03:12:46Z,2,HIGH,0,LOW,0.7837776952830584,0.042327804933357686,0.17389449978358393,0.7837776952830584,False,False,"(0.7, 0.8]"
gha_0004277,attunehq/attune,171278715,.github/workflows/pr.yml,2025-08-16T00:01:47Z,1,MEDIUM,2,HIGH,0.025079926707600335,0.19115289535247182,0.7837671779399279,0.7837671779399279,False,False,"(0.7, 0.8]"
gha_0005996,element-hq/sygnal,167447496,.github/workflows/triage_incoming.yml,2022-09-02T15:52:42Z,2,HIGH,0,LOW,0.7764890685174848,0.1111313686131643,0.11237956286935101,0.7764890685174848,False,False,"(0.7, 0.8]"
gha_0009052,mooncitydev/https-github.com-freqtrade-freqtrade,171373197,.github/workflows/devcontainer-build.yml,2025-04-22T05:02:07Z,2,HIGH,0,LOW,0.7737596259998494,0.10820011523277785,0.11804025876737274,0.7737596259998494,False,False,"(0.7, 0.8]"
gha_0002467,Petermuraya/julin,215023119,.github/workflows/pages.yml,2025-12-11T22:03:29Z,2,HIGH,0,LOW,0.7694353780680846,0.1703188649738783,0.06024575695803717,0.7694353780680846,False,False,"(0.7, 0.8]"
gha_0007539,jomadu/ai-rules-manager,178611206,.github/workflows/security.yml,2025-08-01T21:24:08Z,1,MEDIUM,0,LOW,0.7684345476945758,0.10739731508437887,0.12416813722104532,0.7684345476945758,False,False,"(0.7, 0.8]"
gha_0011647,tjhop/prometheus-mcp-server,170540769,.github/workflows/golangci-lint.yaml,2025-09-03T17:49:55Z,0,LOW,1,MEDIUM,0.10642212660576683,0.7664627057321011,0.1271151676621321,0.7664627057321011,False,False,"(0.7, 0.8]"
gha_0003002,StageDog/tavern_resource,183753472,.github/workflows/sync_template.yaml,2025-08-26T11:45:27Z,1,MEDIUM,0,LOW,0.7662621719165921,0.10546248138543773,0.12827534669797006,0.7662621719165921,False,False,"(0.7, 0.8]"
gha_0003490,YasserShkeir/django-smart-ratelimit,172582444,.github/workflows/ci.yml,2025-07-14T21:14:47Z,1,MEDIUM,2,HIGH,0.15442707200464198,0.0794182655117815,0.7661546624835764,0.7661546624835764,False,False,"(0.7, 0.8]"
gha_0011956,utiasDSL/crisp_controllers_demos,180429687,.github/workflows/docker_build_cameras.yml,2025-08-11T03:44:14Z,2,HIGH,0,LOW,0.7638119065587057,0.1843880785129321,0.05180001492836224,0.7638119065587057,False,False,"(0.7, 0.8]"
gha_0006251,fahmiauliarahman/droid.nvim,218408423,.github/workflows/docs.yml,2025-12-24T03:11:57Z,1,MEDIUM,0,LOW,0.762173380477078,0.15578774288191655,0.08203887664100534,0.762173380477078,False,False,"(0.7, 0.8]"
gha_0011955,utiasDSL/crisp_controllers_demos,159634089,.github/workflows/docker_build.yml,2025-08-11T03:44:14Z,2,HIGH,0,LOW,0.7579965784490386,0.18793771555694774,0.054065705994013696,0.7579965784490386,False,False,"(0.7, 0.8]"
gha_0004873,ca-srg/tosage,175966177,.github/workflows/auto-tag.yaml,2025-07-21T09:03:42Z,2,HIGH,0,LOW,0.7564955914536404,0.17475316352949583,0.06875124501686375,0.7564955914536404,False,False,"(0.7, 0.8]"
gha_0003693,ai-shifu/markdown-flow,182027030,.github/workflows/deploy-gh-pages.yml,2025-08-24T12:47:19Z,1,MEDIUM,0,LOW,0.7559913669363308,0.16353206956126062,0.08047656350240849,0.7559913669363308,False,False,"(0.7, 0.8]"
gha_0008024,layer5io/academy-example,174495288,.github/workflows/labeler.yml,2025-07-14T10:50:12Z,1,MEDIUM,0,LOW,0.7534204889719731,0.09236789143098992,0.15421161959703683,0.7534204889719731,False,False,"(0.7, 0.8]"
gha_0011982,vailabel/vailabel-studio,175771560,.github/workflows/codeql.yml,2025-07-19T22:50:13Z,2,HIGH,0,LOW,0.7533515818163758,0.06115924315977905,0.18548917502384504,0.7533515818163758,False,False,"(0.7, 0.8]"
gha_0002468,Petermuraya/julin,215023119,.github/workflows/pages.yml,2025-12-15T15:19:54Z,2,HIGH,0,LOW,0.7522561288083836,0.1749954825771319,0.07274838861448456,0.7522561288083836,False,False,"(0.7, 0.8]"
gha_0000983,Deng-Xian-Sheng/cherthon,165188783,.github/workflows/new-bugs-announce-notifier.yml,2025-05-30T05:01:40Z,2,HIGH,0,LOW,0.7504474129477454,0.11850035786897496,0.13105222918327963,0.7504474129477454,False,False,"(0.7, 0.8]"
gha_0007011,hydraide/hydraide,178729237,.github/workflows/label-needs-review.yml,2025-08-20T07:13:57Z,2,HIGH,0,LOW,0.7474251432521496,0.10382663915568806,0.14874821759216234,0.7474251432521496,False,False,"(0.7, 0.8]"
gha_0006645,goforj/godump,164406177,.github/workflows/test.yml,2025-05-26T22:18:07Z,0,LOW,1,MEDIUM,0.18503198887501784,0.74712483982629,0.0678431712986922,0.74712483982629,False,False,"(0.7, 0.8]"
gha_0003999,anthropics/claude-code-action,164643803,.github/workflows/issue-triage.yml,2025-08-26T16:46:56Z,2,HIGH,0,LOW,0.7468133147365767,0.10462244390991576,0.14856424135350757,0.7468133147365767,False,False,"(0.7, 0.8]"
gha_0007651,jxtngx/deep-learning-with-claude,191832132,.github/workflows/deploy-pages.yml,2025-09-23T15:40:54Z,1,MEDIUM,0,LOW,0.7452049687586402,0.1769025981619975,0.07789243307936247,0.7452049687586402,False,False,"(0.7, 0.8]"
gha_0008444,m0n0x41d/quint-code,217471332,.github/workflows/ci.yml,2025-12-19T22:04:05Z,2,HIGH,1,MEDIUM,0.06720170252289663,0.7446274744195374,0.18817082305756602,0.7446274744195374,False,False,"(0.7, 0.8]"
gha_0000910,DVNghiem/Velithon,172215500,.github/workflows/docs.yml,2025-07-02T15:41:29Z,1,MEDIUM,0,LOW,0.7443964283633941,0.15344429353039027,0.10215927810621549,0.7443964283633941,False,False,"(0.7, 0.8]"
gha_0007547,jon4hz/jellysweep,172199014,.github/workflows/ci.yml,2025-07-03T23:14:19Z,2,HIGH,1,MEDIUM,0.10047098795432514,0.7405202198133466,0.1590087922323283,0.7405202198133466,False,False,"(0.7, 0.8]"
gha_0007008,hydraide/hydraide,178729236,.github/workflows/label-merged.yml,2025-08-20T07:12:30Z,2,HIGH,0,LOW,0.7402712006987653,0.10862180757924125,0.15110699172199343,0.7402712006987653,False,False,"(0.7, 0.8]"
gha_0006982,hotheadhacker/akkoma-blog,160970377,.github/workflows/deploy.yml,2025-05-09T18:38:38Z,1,MEDIUM,0,LOW,0.7401280938895036,0.19182546547151638,0.0680464406389801,0.7401280938895036,False,False,"(0.7, 0.8]"
gha_0002491,Pipelex/pipelex,164253169,.github/workflows/lint-check.yml,2025-05-26T12:25:37Z,1,MEDIUM,2,HIGH,0.03929222774552083,0.2251328363234501,0.7355749359310291,0.7355749359310291,False,True,"(0.7, 0.8]"
gha_0000953,Datuanalytics/datu-core,180489905,.github/workflows/labeler.yml,2025-08-11T09:51:54Z,1,MEDIUM,0,LOW,0.7353002330568511,0.11315565301869954,0.15154411392444941,0.7353002330568511,False,False,"(0.7, 0.8]"
gha_0003489,YasserShkeir/django-smart-ratelimit,172582444,.github/workflows/ci.yml,2025-07-05T11:57:55Z,0,LOW,2,HIGH,0.10691142834296198,0.16660893302052038,0.7264796386365177,0.7264796386365177,False,False,"(0.7, 0.8]"
gha_0004870,ca-srg/tosage,175572066,.github/workflows/ci.yml,2025-07-21T08:59:09Z,0,LOW,2,HIGH,0.040516181477742955,0.2785670028634257,0.6809168156588314,0.6809168156588314,False,False,"(0.6, 0.7]"
gha_0004237,astral-sh/ty,162251796,.github/workflows/daily_property_tests.yml,2025-08-18T06:22:47Z,0,LOW,2,HIGH,0.24921353194188256,0.08544516357277343,0.6653413044853441,0.6653413044853441,False,False,"(0.6, 0.7]"
gha_0007946,lancedb/lance-graph,195683478,.github/workflows/python-test.yml,2025-10-07T18:25:44Z,0,LOW,2,HIGH,0.05965784302778102,0.275728188241893,0.664613968730326,0.664613968730326,False,False,"(0.6, 0.7]"
gha_0007945,lancedb/lance-graph,195675787,.github/workflows/rust-test.yml,2025-10-06T22:05:50Z,0,LOW,2,HIGH,0.10828600904529415,0.22749043282660653,0.6642235581280993,0.6642235581280993,False,False,"(0.6, 0.7]"
gha_0008512,maratik123/tcmalloc-better,164074806,.github/workflows/ci.yml,2025-05-30T03:13:32Z,0,LOW,2,HIGH,0.0012365718563929725,0.3403059893816973,0.6584574387619097,0.6584574387619097,False,False,"(0.6, 0.7]"
gha_0004235,astral-sh/ty,162251796,.github/workflows/daily_property_tests.yml,2025-07-11T07:47:11Z,0,LOW,2,HIGH,0.2578838818567612,0.09179677943332658,0.6503193387099122,0.6503193387099122,False,False,"(0.6, 0.7]"
gha_0009719,osamasayed585/Characters-App,186871102,.github/workflows/operation_debug_test_and_lint.yml,2025-09-06T01:53:49Z,0,LOW,2,HIGH,0.1134176031901682,0.2555364186736175,0.6310459781362143,0.6310459781362143,False,False,"(0.6, 0.7]"
gha_0005336,crafts69guy/rule-engine-js,180686859,.github/workflows/ci.yml,2025-08-15T09:56:17Z,0,LOW,2,HIGH,0.11419060683283955,0.2559520968581706,0.6298572963089899,0.6298572963089899,False,False,"(0.6, 0.7]"
gha_0005846,dynatrace-oss/intellij-idea-dql,170613394,.github/workflows/build.yml,2025-06-25T13:18:55Z,0,LOW,2,HIGH,0.1720241246088447,0.19846449060766486,0.6295113847834903,0.6295113847834903,False,False,"(0.6, 0.7]"
gha_0008513,maratik123/tcmalloc-better,164074806,.github/workflows/ci.yml,2025-08-18T12:45:14Z,0,LOW,2,HIGH,0.0014203858087623838,0.3710057871814722,0.6275738270097654,0.6275738270097654,False,False,"(0.6, 0.7]"
gha_0005905,editor-code-assistant/eca,168832790,.github/workflows/nightly.yml,2025-09-14T13:05:43Z,0,LOW,2,HIGH,0.09024717561272567,0.282463304237215,0.6272895201500595,0.6272895201500595,False,False,"(0.6, 0.7]"
gha_0005903,editor-code-assistant/eca,168832790,.github/workflows/nightly.yml,2025-06-23T00:05:59Z,0,LOW,2,HIGH,0.09200941421472805,0.28095180763324784,0.6270387781520241,0.6270387781520241,False,False,"(0.6, 0.7]"
gha_0005904,editor-code-assistant/eca,168832790,.github/workflows/nightly.yml,2025-08-14T17:21:28Z,0,LOW,2,HIGH,0.0929238674486897,0.2818869336263332,0.625189198924977,0.625189198924977,False,False,"(0.6, 0.7]"
gha_0004280,attunehq/attune,171278716,.github/workflows/main.yml,2025-08-18T22:55:59Z,0,LOW,2,HIGH,0.12648472831143912,0.25116670468776864,0.6223485670007922,0.6223485670007922,False,False,"(0.6, 0.7]"
gha_0009374,nookat-io/nookat,176980587,.github/workflows/ci.yml,2025-08-08T14:23:54Z,0,LOW,2,HIGH,0.06967681684752315,0.3135714589812556,0.6167517241712213,0.6167517241712213,False,False,"(0.6, 0.7]"
gha_0008969,mmntm/weblate-mcp,168325613,.github/workflows/ci.yml,2025-06-13T09:15:25Z,0,LOW,2,HIGH,0.1196074878752331,0.2684534568007961,0.6119390553239707,0.6119390553239707,False,False,"(0.6, 0.7]"
gha_0009151,msinhore/adaptive-climate-blueprint,171148699,.github/workflows/validate.yml,2025-06-28T13:37:27Z,0,LOW,2,HIGH,0.207162934315343,0.19347892635630912,0.5993581393283479,0.5993581393283479,False,False,"(0.5, 0.6]"
gha_0004230,astral-sh/ty,160236977,.github/workflows/ci.yaml,2025-07-21T06:25:20Z,0,LOW,2,HIGH,0.1667456058391253,0.235961152721259,0.5972932414396158,0.5972932414396158,False,False,"(0.5, 0.6]"
gha_0005906,editor-code-assistant/eca,168832790,.github/workflows/nightly.yml,2025-09-17T20:49:55Z,0,LOW,2,HIGH,0.11424136149557393,0.2887282693560984,0.5970303691483277,0.5970303691483277,False,False,"(0.5, 0.6]"
gha_0012001,valkey-io/valkey-swift,154498592,.github/workflows/benchmark.yml,2025-04-08T10:38:01Z,0,LOW,2,HIGH,0.20637708536724117,0.2010533564516131,0.5925695581811458,0.5925695581811458,False,False,"(0.5, 0.6]"
gha_0004488,bawerbozdag/tw-bootstrap-grid,164075124,.github/workflows/vitest.yml,2025-10-31T18:33:02Z,0,LOW,2,HIGH,0.17477896363358988,0.2391585086384295,0.5860625277279806,0.5860625277279806,False,False,"(0.5, 0.6]"
gha_0005395,cynkra/dd,155389918,.github/workflows/fledge.yaml,2025-04-11T07:27:42Z,0,LOW,2,HIGH,0.19553597482520313,0.22484918072993634,0.5796148444448606,0.5796148444448606,False,False,"(0.5, 0.6]"
gha_0003086,Tarbetu/website,164311660,.github/workflows/ci.yml,2025-05-20T19:49:32Z,0,LOW,2,HIGH,0.1324965184879717,0.28963908318927134,0.577864398322757,0.577864398322757,False,False,"(0.5, 0.6]"
gha_0008511,maratik123/tcmalloc-better,164074806,.github/workflows/ci.yml,2025-05-25T20:34:25Z,0,LOW,2,HIGH,0.004888647083959834,0.42295482232580406,0.5721565305902361,0.5721565305902361,False,False,"(0.5, 0.6]"
gha_0008453,macalinao/grill,180161550,.github/workflows/ci.yml,2025-08-18T06:13:11Z,0,LOW,2,HIGH,0.15163872979927864,0.2763267962157513,0.57203447398497,0.57203447398497,False,False,"(0.5, 0.6]"
gha_0012332,willyfh/lightning-hydra-boilerplate,156388975,.github/workflows/ci-checks.yaml,2025-04-20T09:39:52Z,0,LOW,2,HIGH,0.0750386839013645,0.3553497310521326,0.5696115850465029,0.5696115850465029,False,False,"(0.5, 0.6]"
gha_0012004,valkey-io/valkey-swift,154498592,.github/workflows/benchmark.yml,2025-07-15T11:46:33Z,0,LOW,2,HIGH,0.17691821051311726,0.25410177988983307,0.5689800095970496,0.5689800095970496,False,False,"(0.5, 0.6]"
gha_0010815,secretflow/sfl,175973544,.github/workflows/yaml-linter.yml,2023-08-22T05:04:56Z,0,LOW,2,HIGH,0.20537803115336997,0.23398601797268362,0.5606359508739465,0.5606359508739465,False,True,"(0.5, 0.6]"
gha_0012003,valkey-io/valkey-swift,154498592,.github/workflows/benchmark.yml,2025-04-18T15:18:22Z,0,LOW,2,HIGH,0.1804849562015828,0.26223157574744227,0.557283468050975,0.557283468050975,False,False,"(0.5, 0.6]"
gha_0011903,untrace-dev/untrace-sdk,188447226,.github/workflows/rust-sdk-release.yml,2025-09-11T15:20:44Z,0,LOW,2,HIGH,0.14781789506966486,0.2970505406505335,0.5551315642798017,0.5551315642798017,False,False,"(0.5, 0.6]"
gha_0006631,gnosispay/ui,160531905,.github/workflows/lint.yaml,2025-08-06T12:54:04Z,0,LOW,2,HIGH,0.0561443742417863,0.3917460384467765,0.5521095873114371,0.5521095873114371,False,False,"(0.5, 0.6]"
gha_0012458,woowacourse-teams/2025-hEARit,178475927,.github/workflows/backend-prod-ci.yml,2025-08-01T09:26:36Z,0,LOW,2,HIGH,0.11673029048805286,0.33585779055359144,0.5474119189583556,0.5474119189583556,False,False,"(0.5, 0.6]"
gha_0012002,valkey-io/valkey-swift,154498592,.github/workflows/benchmark.yml,2025-04-18T10:45:11Z,0,LOW,2,HIGH,0.20643412676759398,0.24657976746712715,0.5469861057652788,0.5469861057652788,False,False,"(0.5, 0.6]"
gha_0005070,cj-vana/claude-swarm,218527881,.github/workflows/ci.yml,2025-12-24T15:13:26Z,0,LOW,2,HIGH,0.11269011514626948,0.34319667215992034,0.5441132126938102,0.5441132126938102,False,False,"(0.5, 0.6]"
gha_0000205,Aaronontheweb/witticism,187854452,.github/workflows/install-test.yml,2025-09-10T15:58:38Z,0,LOW,2,HIGH,0.1362079686995584,0.32004023843398316,0.5437517928664585,0.5437517928664585,False,False,"(0.5, 0.6]"
gha_0002496,Pipelex/pipelex,164253171,.github/workflows/tests-check.yml,2025-05-26T12:25:37Z,0,LOW,2,HIGH,0.12984251061393295,0.32773723941380145,0.5424202499722656,0.5424202499722656,False,False,"(0.5, 0.6]"
gha_0011665,tmdgusya/typed-pytest,218397409,.github/workflows/ci.yml,2025-12-26T07:08:03Z,0,LOW,2,HIGH,0.08888891176134595,0.36940052317600236,0.5417105650626516,0.5417105650626516,False,False,"(0.5, 0.6]"
gha_0000901,DVNghiem/Velithon,161262666,.github/workflows/security-scan.yml,2025-05-19T16:40:17Z,0,LOW,2,HIGH,0.14496419827590562,0.3178389917490895,0.537196809975005,0.537196809975005,False,False,"(0.5, 0.6]"
gha_0012478,woowacourse-teams/2025-moaon,175200583,.github/workflows/be-dev-cd.yml,2025-10-23T08:31:31Z,0,LOW,2,HIGH,0.1451286221055288,0.3194945521132615,0.5353768257812097,0.5353768257812097,False,False,"(0.5, 0.6]"
gha_0012477,woowacourse-teams/2025-moaon,175200583,.github/workflows/be-dev-cd.yml,2025-10-22T05:46:54Z,0,LOW,2,HIGH,0.1451286221055288,0.3194945521132615,0.5353768257812097,0.5353768257812097,False,False,"(0.5, 0.6]"
gha_0003376,Vahor/n8n-kit,183712829,.github/workflows/check-generate.yml,2025-08-27T16:12:11Z,0,LOW,2,HIGH,0.2966363579780987,0.1727979796961104,0.5305656623257909,0.5305656623257909,False,False,"(0.5, 0.6]"
gha_0000799,CogStack/cogstack-nlp,172056401,.github/workflows/medcat-v1_main.yml,2025-08-12T11:23:04Z,0,LOW,2,HIGH,0.14902612918766303,0.3236838248930881,0.5272900459192489,0.5272900459192489,False,False,"(0.5, 0.6]"
gha_0000800,CogStack/cogstack-nlp,172056401,.github/workflows/medcat-v1_main.yml,2025-08-13T14:37:23Z,0,LOW,2,HIGH,0.14902612918766303,0.3236838248930881,0.5272900459192489,0.5272900459192489,False,False,"(0.5, 0.6]"
gha_0004220,astral-sh/ty,160120226,.github/workflows/build-binaries.yml,2025-07-11T07:44:09Z,0,LOW,2,HIGH,0.39635022113563856,0.07671105012052933,0.5269387287438321,0.5269387287438321,False,False,"(0.5, 0.6]"
gha_0000897,DVNghiem/Velithon,161260020,.github/workflows/codspeed.yml,2025-06-10T23:33:12Z,0,LOW,2,HIGH,0.1963714569471914,0.276967723318917,0.5266608197338916,0.5266608197338916,False,False,"(0.5, 0.6]"
gha_0003257,Tosaa/ksp-plantuml,170999683,.github/workflows/pull_request.yml,2025-06-26T20:58:27Z,0,LOW,2,HIGH,0.18108698953346353,0.2957263581790727,0.5231866522874637,0.5231866522874637,False,False,"(0.5, 0.6]"
gha_0007543,jomadu/ai-rules-manager,178616853,.github/workflows/commitlint.yml,2025-08-01T22:04:02Z,0,LOW,2,HIGH,0.18474274280586592,0.30303291818224465,0.5122243390118894,0.5122243390118894,False,False,"(0.5, 0.6]"
gha_0005343,croct-tech/schemas,152438685,.github/workflows/validate-json-schemas.yaml,2025-03-28T13:34:26Z,0,LOW,2,HIGH,0.05341775108322977,0.43675371085312936,0.5098285380636408,0.5098285380636408,False,False,"(0.5, 0.6]"
gha_0000903,DVNghiem/Velithon,161262666,.github/workflows/security-scan.yml,2025-07-01T17:01:50Z,0,LOW,2,HIGH,0.19050043376468148,0.30787120346765917,0.5016283627676593,0.5016283627676593,False,False,"(0.5, 0.6]"
gha_0012103,vibe-log/vibe-log-cli,181588225,.github/workflows/tests.yml,2025-08-22T16:27:03Z,0,LOW,2,HIGH,0.11335097596090267,0.38603439415146773,0.5006146298876297,0.5006146298876297,False,False,"(0.5, 0.6]"
gha_0009135,mrshaw01/software-engineer,162458274,.github/workflows/pre-commit.yml,2025-05-16T19:58:30Z,0,LOW,2,HIGH,0.162682157691275,0.3407418954812618,0.49657594682746314,0.49657594682746314,False,False,"(0.0, 0.5]"
gha_0007976,lanl/ursa,183407957,.github/workflows/ruff.yml,2025-08-26T20:56:30Z,0,LOW,2,HIGH,0.13347600899404688,0.37028037193612295,0.49624361906983017,0.49624361906983017,False,False,"(0.0, 0.5]"
gha_0000467,Automattic/vip-real-time-collaboration,190051724,.github/workflows/integration-tests.yml,2025-09-22T08:23:16Z,0,LOW,2,HIGH,0.11060251838656164,0.39498308551393885,0.4944143960994995,0.4944143960994995,False,False,"(0.0, 0.5]"
gha_0006636,gnosispay/ui,180518773,.github/workflows/docker-ui.yml,2025-09-04T07:30:07Z,0,LOW,2,HIGH,0.2558528759331419,0.25258315632434447,0.4915639677425137,0.4915639677425137,False,False,"(0.0, 0.5]"
gha_0002962,Solvro/mobile-umed,155628143,.github/workflows/commit_lint_ci.yaml,2025-08-13T11:21:03Z,0,LOW,2,HIGH,0.09154208225903927,0.41799541614150176,0.490462501599459,0.490462501599459,False,False,"(0.0, 0.5]"
gha_0006618,gnodet/mvx,179455395,.github/workflows/ci.yml,2025-10-08T05:37:07Z,0,LOW,2,HIGH,0.14069084314968747,0.3690369535968345,0.49027220325347803,0.49027220325347803,False,False,"(0.0, 0.5]"
gha_0009378,nookat-io/nookat,183240750,.github/workflows/ci-builds.yml,2025-08-25T14:21:58Z,0,LOW,2,HIGH,0.12001847062179265,0.39014905323751153,0.4898324761406958,0.4898324761406958,False,False,"(0.0, 0.5]"
gha_0008514,maratik123/tcmalloc-better,164083099,.github/workflows/release-plz.yml,2025-05-25T02:19:17Z,0,LOW,2,HIGH,0.24218564420358824,0.268634635873931,0.4891797199224808,0.4891797199224808,False,False,"(0.0, 0.5]"
gha_0010811,secretflow/sfl,175973536,.github/workflows/clang-format.yml,2023-08-22T05:04:56Z,0,LOW,2,HIGH,0.1896210595184893,0.32938389144033065,0.48099504904118,0.48099504904118,False,False,"(0.0, 0.5]"
gha_0003549,a2aproject/a2a-java,172586120,.github/workflows/run-tck.yml,2025-09-11T13:45:18Z,0,LOW,2,HIGH,0.17452897488853975,0.34596957620079416,0.47950144891066615,0.47950144891066615,False,False,"(0.0, 0.5]"
gha_0004627,bit-gpt/h402,157571021,.github/workflows/publish-package.yml,2025-05-13T15:47:20Z,0,LOW,2,HIGH,0.1380849625066336,0.3837066957315588,0.4782083417618076,0.4782083417618076,False,False,"(0.0, 0.5]"
gha_0000201,Aaronontheweb/witticism,181689925,.github/workflows/ci.yml,2025-08-16T04:39:57Z,0,LOW,2,HIGH,0.23764488919008778,0.28474339943851307,0.4776117113713992,0.4776117113713992,False,False,"(0.0, 0.5]"
gha_0000393,Artur-Sulej/rust-ebooks,170163062,.github/workflows/publish.yml,2025-07-22T14:11:36Z,0,LOW,2,HIGH,0.3494833811661723,0.17608457022542412,0.4744320486084036,0.4744320486084036,False,True,"(0.0, 0.5]"
